Sr No,Date (dd/mm/yyyy),Startup Name,Industry Vertical,City  Location,Investors Name,Investment Type,  Amount in USD  ,Remarks
2166,16/12/2015,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,1200000.00,Pre-Series A
2167,16/12/2015,STAGE 3,Online Renting platform,New Delhi,Nisha Sharma Puneet Dalmia Balaji Prabhakar,Seed Funding,0.00,
2168,17/12/2015,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,30000000.00,Series B (includes Debt financing)
2169,17/12/2015,Springboard,Data Science & UX design Learning platform,Bengaluru,Allen Blue John Katzman Naveen Tewari Kartik Hosanagar Kashyap Deorah 500 Startups Blue Fog Capital,Seed Funding,1700000.00,
2170,17/12/2015,Eatfresh,Online marketplace for Chef Meals,Bengaluru,Kalaari Capital,Private Equity,0.00,N/A
2171,18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.00,
2172,18/12/2015,Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,0.00,
2173,18/12/2015,The News Minute,Online Media Publication,Bengaluru,Quintillion Media,Seed Funding,0.00,
2174,18/12/2015,CBREX,International Hiring Platform,Mumbai,Prahlad Rao Sundara Rajan Vikram Chachra,Seed Funding,200000.00,
2175,21/12/2015,TruckMandi,Logistics Service Provider Marketplace,New Delhi,Ritesh Dwivedy Ramakant Sharma Mount Nathan Advisors,Private Equity,2000000.00,Pre-Series A
2176,21/12/2015,Peppertap,Hyperlocal Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,4000000.00,part of 040M Series B round
2177,21/12/2015,KOOH Sports,Sports Education Platform,Mumbai,TCS HDFC Faering Capital Elevate Sports,Private Equity,2000000.00,Series A
2178,22/12/2015,RentOnGo,Bike Appliances Renting marketplace,Bengaluru,Ad Chandrasekaran Rajesh Sawhney Kalpana Tatavarti Shivadan Pare,Seed Funding,0.00,
2179,22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,New Delhi,Murugappa Group TVS Group Vellayan Subbiah Arathi Krishna Arun Venkatachalam,Seed Funding,0.00,
2180,22/12/2015,Zapr,Reward points mobile app,Gurgaon,Dinesh Agarwal,Seed Funding,0.00,
2181,22/12/2015,LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.00,Additional investment from parent company
2182,22/12/2015,PlanetGogo,Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,0.00,
2183,22/12/2015,Arya.ai,Artificial Intelligence platform,Mumbai,YourNest Angel Fund Venture Nursery,Private Equity,750000.00,Series A
2184,22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,Rishi Parti BrahmaX Ventures,Private Equity,500000.00,pre-Series A
2185,22/12/2015,MobieFit,Mobile Fitness App,Panaji,Medi Assist,Private Equity,1000000.00,Strategic Investment
2186,23/12/2015,LafaLafa,Digital Coupons Deal & Cashback aggregator app,Mumbai,Vectr Ventures,Private Equity,0.00,N/A
2187,23/12/2015,Mech Mocha,Mobile Game development & Design platform,Bengaluru,Blume Ventures Flipkart,Seed Funding,1000000.00,
2188,23/12/2015,Shotang.com,B2B eCommerce Marketplace,Bengaluru,Exfinity Venture Partners Unitus Impact Livelihoods Fund,Private Equity,5000000.00,Series A
2189,23/12/2015,CityFurnish,Furniture and appliances rental platform,Gurgaon,Jitendra Gupta,Seed Funding,0.00,
2190,24/12/2015,Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.00,
2191,24/12/2015,Kolabro,Real Estate focused Tech platform,Gurgaon,Umang Kumar Ruchir Arora & others,Seed Funding,0.00,
2192,24/12/2015,Canvera,Photographer Online search & booking platform,Bengaluru,Info Edge (India) Ltd,Private Equity,2200000.00,N/A
2193,28/12/2015,Town Essentials,Grocery Delivery platform,Bengaluru,Sharad Hegde Girish Reddy Siddharth Patil Shrikant Patil,Seed Funding,1000000.00,
2194,28/12/2015,Bumper,Mobile Car Servicing appointment app,Bengaluru,SAIF Partners,Seed Funding,500000.00,
2195,29/12/2015,Hotify,New Curation Mobile App,Bengaluru,Mahavir Pratap Sharma,Seed Funding,150000.00,
2196,29/12/2015,MobiKwik,Mobile Wallet,Gurgaon,Sequoia Capital Tree Line Asia Innoven Capital,Private Equity,6600000.00,Additional Funding
2197,30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bengaluru,Yuvraj Singh,Seed Funding,0.00,Yet to Launch
2198,2/11/2015,Twigly,Online Food Ordering & Delivery platform,Gurgaon,Amit Gupta Sahil Barua Mukul Singhal Tracxn Labs,Seed Funding,200000.00,
2199,2/11/2015,CityFlo,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,750000.00,
2200,3/11/2015,Findyahan,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,0.00,Bridge funding
2201,3/11/2015,Sabse,WiFi first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,0.00,N/A
2202,3/11/2015,Pokkt,Alternate Mobile Monetization platform,Mumbai,Segnel Venture Shinji Kimura Sundar Chanrai JAFCO Asia SingTels Innov8 Jungle Ventures K Ganesh,Private Equity,5000000.00,Series B
2203,3/11/2015,oibanit,Online Food Ordering Marketplace,Vadodara,Varun Ahuja Anubhav Verma,Seed Funding,150000.00,
2204,3/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,385000.00,Funding happened in Sept 2015
2205,3/11/2015,LoanBaba,Online Loans Marketplace,Mumbai,N/A,Seed Funding,320000.00,
2206,3/11/2015,Deyor Rooms,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.00,
2208,4/11/2015,Shirsa Labs,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,250000.00,
2209,4/11/2015,Paytunes,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,0.00,
2210,4/11/2015,YourDOST,Online Counselling and psychological support platform,Gwalior,Phanindra Sama Aprameya Radhakrishna Aneesh Reddy Neeraj Jawalkar Sanjay Anandaram Pavan Ongole Venk Krishnan,Seed Funding,400000.00,
2211,5/11/2015,BookMyBai,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,150000.00,
2212,5/11/2015,MyIndianStay,Home Stay & room rentals platform,Panaji,0 investors,Seed Funding,200000.00,
2213,5/11/2015,Bobble,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,0.00,Series A
2214,6/11/2015,RepUp,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,0.00,
2215,6/11/2015,Satvacart,Online Grocery platform,Gurgaon,0 HNIs,Private Equity,1800000.00,Pre-Series A Bridge
2216,6/11/2015,POPxo.com,Online content platform for women,New Delhi,IDG Ventures India Kalaari Capital 500 Startups,Private Equity,2000000.00,Series A
2217,6/11/2015,SparesHub,Online Vehicle Spare Parts etailer,Pune,Hyderabad Angels M&S Partners,Seed Funding,460000.00,Pre-Series A
2218,6/11/2015,Explara,Event Ticketing platform,Pune,Hyderabad Angels Singapore Angel Network Ness Wadia,Private Equity,490000.00,Pre-Series A
2219,6/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,0.00,2nd seed funding
2220,6/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.00,Series A
2221,9/11/2015,AppVirality,Mobile Growth Hacking\\nPlatform,Hyderabad,Rajan Anandan Mike Galgon Ravi Gururaj Ashim Mehra Mohit Saxena Internet Group TNN Capital and others,Seed Funding,500000.00,Pre-Series A
2222,9/11/2015,iStar Skill Development,Skill Training Startup,Bengaluru,Michael & Susan Dell Foundation Unitus Seed Fund,Private Equity,1500000.00,Series A
2223,9/11/2015,BigStylist.com,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,1000000.00,Pre-Series A
2224,9/11/2015,Zilingo,Marketplace App for Bangkok,Bengaluru,Sequoia India BEENEXT Ventures Kunal Shah & Sandeep Tandon,Private Equity,1900000.00,Series A
2225,9/11/2015,Didi,On-demand Maids Service Provider,Mumbai,Jozef Bardik Leo Wang Sangeeth Ram,Seed Funding,150000.00,
2226,9/11/2015,Skoov.com,eCommerce Product Search Engine,Mumbai,0 investor,Seed Funding,150000.00,
2227,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,SAIF Partners Haresh Chawla,Private Equity,6000000.00,Series A
2228,11/11/2015,Gingercrush,Product Customization Platform,Vadodara,TV Mohandas Pais family office,Seed Funding,0.00,
2229,11/11/2015,Delight Foods,Branded Food products online sales,Bengaluru,Lensbridge Capital Mape Advisory Group Fireside Ventures,Private Equity,600000.00,Series A
2230,11/11/2015,6Degree,Talent platform for Fashion professionals,Panaji,Centre For Incubation & Business Acceleration (CIBA) Goa,Seed Funding,0.00,
2231,11/11/2015,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.00,
2232,11/11/2015,Grab,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,0.00,
2233,12/11/2015,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,250000.00,
2234,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bengaluru,Sujeet Kumar Ankit Nagori Traxcn Labs,Seed Funding,0.00,
2235,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,3700000.00,Series A
2236,16/11/2015,Absentia,Virtual Reality Headset creator,Bengaluru,Astarc Ventures 50K Ventures & others,Seed Funding,180000.00,
2237,16/11/2015,Renowala,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,0.00,
2238,16/11/2015,TaskBucks,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,15000000.00,Strategic Investment
2239,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Sequoia India Lightspeed Venture Partners Nexus Venture Partners Global Founders Capital Apoletto,Private Equity,34000000.00,Series C
2240,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,Bengaluru,Gordon and Betty Moore Foundation,Seed Funding,600000.00,
2241,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,Bengaluru,Jitu Virwani,Seed Funding,7500000.00,
2242,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,Rimpal Chawla Anuj Srivastava,Seed Funding,200000.00,
2243,17/11/2015,BiBox,Kids Tool kit for Innovation platform,Bengaluru,Ravi Krishnamurthy,Seed Funding,530000.00,
2244,17/11/2015,Convegenius,Mobile Learning Solutions,Noida,Enablers platform,Seed Funding,300000.00,
2245,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bengaluru,Baillie Gifford Falcon Edge Capital Tiger Global SoftBank Group DST Global Didi Kuaidi,Private Equity,500000000.00,Series F ( More Details Here)
2246,18/11/2015,Goodbox,conversational commerce mobile app,Bengaluru,Nexus Venture Partners,Private Equity,2500000.00,Series A
2247,18/11/2015,ScoopWhoop,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,4000000.00,Series A
2248,18/11/2015,Hipship,Express local delivery platform,Bengaluru,Inara Capital  Rishi Khiani,Seed Funding,0.00,
2249,18/11/2015,Pickrr,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,0.00,
2250,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,Blackstone Valley Group Raghu Vohra Aditya Dev Sood Kamal Bansal,Seed Funding,0.00,
2251,19/11/2015,AHA Taxis,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,0.00,
2252,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,Bessemer Venture Partner Accel SAIF Partners,Private Equity,25000000.00,Series B
2253,19/11/2015,SenseGiz,Smartwatch Maker,Bengaluru,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.00,
2254,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bengaluru,S.D. Shibulal Kris Gopalakrish Srinath Batni Professor Tarun Khanna Ganapathy Venugopal.,Seed Funding,0.00,
2255,19/11/2015,Fourseven,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,455000.00,
2256,20/11/2015,MindTickle,Sales & Productivity Software,Pune,New Enterprise Associates,Private Equity,12500000.00,Series A
2257,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,Kae Capital Kunal Bahl Rohit Bansal,Seed Funding,0.00,Pre-Series A
2258,20/11/2015,Medinfi,Health-Tech platform,Bengaluru,Ram Kumar Kakani Pradeep K Jaisingh Sunil T V Vijay Ghadge Hemant Kaul Gurmeet Chahal & Others,Seed Funding,305000.00,
2259,20/11/2015,OUWT,Nightlife Discovery Mobile App,Mumbai,0 investors,Seed Funding,150000.00,
2260,20/11/2015,HeyPillow,Online Real Estate Marketplace,Bengaluru,Hampton Capital,Private Equity,3000000.00,Series A
2261,21/11/2015,Healers At Home,Home Healthcare Services platform,New Delhi,Daljit Singh Dr. Pramath Raj Sinha BVR Mohan Reddy,Seed Funding,0.00,
2262,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bengaluru,Unitus Seed Fund Bijou Kurien Narayan Ramachandran,Private Equity,1200000.00,Series A
2263,21/11/2015,Talkoot,Social platform for traders and investors,Bengaluru,0 investors,Seed Funding,100000.00,
2264,23/11/2015,RentoMojo,Online Furniture Home Appliances Rental Platform,Bengaluru,IDG Ventures India Accel Partners India,Private Equity,2000000.00,Series A
2265,23/11/2015,Medikoe,Healthcare Services Discovery platform,Bengaluru,Anil Menon,Seed Funding,100000.00,
2266,24/11/2015,Stylofie,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,250000.00,
2267,24/11/2015,ServX,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,0.00,
2268,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,Mitsui & Co. New Enterprise Associates Canaan Partners Silicon Valley Bank,Private Equity,52000000.00,Late Stage
2269,24/11/2015,Crayon Data,Big Data Analytics Platform,Chennai,Ratan Tata,Private Equity,0.00,N/A
2270,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal,Seed Funding,1500000.00,
2271,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,Raghu Khanna Sameer Gupta,Seed Funding,110000.00,
2272,25/11/2015,S Chand,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,27000000.00,N/A
2273,26/11/2015,Stelae,Content Management Software Solutions,Chennai,Earlsfield Capital,Private Equity,0.00,Pre-Series A
2274,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,New Enterprise Associates Cheetah Mobile,Private Equity,13400000.00,Series B
2275,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,Softbank Tiger Global Sequoia Capital Apoletto Managers,Private Equity,120000000.00,Late Stage
2276,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,IDG Ventures M & S partners Powerhouse Ventures (USA).,Private Equity,1000000.00,Pre-Series A
2277,26/11/2015,KountMoney,Online Lending Marketplace,Bengaluru,Tracxn Ashish Goenka & Others,Seed Funding,0.00,
2278,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bengaluru,Bessemer Venture Partners Anil Chopra,Private Equity,0.00,Series A
2279,27/11/2015,JustRide,Self Driven Rental Car Platform,Mumbai,N/A,Private Equity,2000000.00,Pre-Series A bridge round
2280,27/11/2015,Fastudent,Education Content etailer,Noida,Ashish Gupta,Seed Funding,0.00,
2281,27/11/2015,LearnOn,Clud based Learning platform,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0.00,
2282,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,New Delhi,Unigrowth Inc,Seed Funding,0.00,
2283,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,Mandeep Singh Jairaj Singh,Seed Funding,0.00,
2284,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,Manish Kheterpal Alok Mittal Puneet Dalmia,Seed Funding,1450000.00,
2285,30/11/2015,Superhero Brands,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,540000.00,
2286,30/11/2015,MoMagic,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,0.00,Strategic Investment
2287,30/11/2015,QikPod,Ecommerce Delivery locker services,Bengaluru,Flipkart Accel Partners Delhivery Foxconn,Private Equity,9000000.00,Series A
2288,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,New Delhi,0 investors,Seed Funding,0.00,
2289,30/11/2015,Bro4U,Hyperlocal Online Home services provider,Bengaluru,Sargod Ventures,Seed Funding,0.00,
2290,1/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Accel Partners Elevar Equity Pramod Bhasin Rajan Adan Gaurav Dalmia Abhishek Goyal Gagan Hasteer  Arun Tadanki,Seed Funding,0.00,
2291,1/10/2015,Wydr,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,0.00,
2292,1/10/2015,EasyFix,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,0.00,
2294,1/10/2015,Abhibus,us ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,0.00,Strategic Investment
2295,1/10/2015,Cleartax,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,0.00,N/A
2296,2/10/2015,Shopalyst,Product discovery & recommendation platform,Bengaluru,Kalaari Capital,Private Equity,2000000.00,Series A
2297,3/10/2015,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000.00,Series A
2298,5/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,Harsh Mariwala Atul Nishar Dalip Pathak Michael Carlos,Private Equity,9500000.00,Series B
2299,5/10/2015,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000.00,Series B
2300,5/10/2015,IndiaLends,Online Consumer Lending platform,New Delhi,DSG consumer Partners Paragon Partners,Private Equity,1000000.00,Pre-Series A Bridge round
2301,5/10/2015,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (0),Seed Funding,150000.00,
2302,6/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,Uniqorn ventures ASP Consulting,Seed Funding,700000.00,
2303,6/10/2015,WorkIndia,Job Board,Mumbai,Satyen Kothari Keshav Sanghi Riddhesh Gandhi & Others,Seed Funding,500000.00,Pre-Series A
2304,6/10/2015,SportzVillage,Sports Management & Physical Education Business,Bengaluru,Gaja Capital Private Equity Fund,Private Equity,10000000.00,Series B
2305,6/10/2015,SportyBeans,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,0.00,
2306,6/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,Ashvin Chadha Avtar Monga Udaan Angels Dheeraj Jain,Seed Funding,500000.00,Bridge Round
2307,6/10/2015,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.00,Pre-Series A
2308,7/10/2015,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.00,Series A
2309,7/10/2015,Naturally Yours,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,0.00,
2310,7/10/2015,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000.00,Strategic Funding (Series C)
2311,7/10/2015,Scandid,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,0.00,Strategic Funding
2312,7/10/2015,StalkBuyLove,Online Apparels Fashion brand,New Delhi,Mato Peric Peter Kabel & others,Private Equity,0.00,Series A
2313,8/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,Sanjeev Kapoor Ravi Saxena & Others,Private Equity,2000000.00,Series A
2314,8/10/2015,Cube26,Gesture based Mobile Development,New Delhi,Tiger Global Management Flipkart,Private Equity,7700000.00,Series A
2315,8/10/2015,Mobikon,Hotel Mobile CRM Software platform,Pune,Life.SREDA Qualgro,Private Equity,0.00,Series B
2316,8/10/2015,Grabhouse,Rental Accommodation Search platform,Bengaluru,Sequoia and Kalaari Capital.,Private Equity,10000000.00,Series B
2317,8/10/2015,Quifers,Logistics Tech Platform,Mumbai,Vikas Agarwal Vishal Khare Sanjeev Kakkar Smile Group,Seed Funding,310000.00,
2318,9/10/2015,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,0 Investors,Seed Funding,70000.00,
2319,9/10/2015,Curofy,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,0.00,Pre-Series A
2320,9/10/2015,Cloud Lending,End-to-End Lending platform,Bengaluru,SF Capital Group,Private Equity,8000000.00,Series A
2321,9/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,Kemark Ventures Amit Ranjan Zishaan Hayath and Others,Seed Funding,300000.00,
2322,9/10/2015,WoNoBo,360degree view creating platform,Bengaluru,Quikr,Private Equity,0.00,Strategic Funding
2323,9/10/2015,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,Seedfund Bedrock Ventures,Seed Funding,1000000.00,
2324,9/10/2015,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000.00,
2325,12/10/2015,Zify,Ride Sharing platform,Hyderabad,Sean OSullivan & Others,Seed Funding,190000.00,
2326,12/10/2015,Faircent,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,0.00,Series A
2327,12/10/2015,Bizongo,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,0.00,
2328,12/10/2015,Gridle,Cloud Based Collaboration platform,Ahmadabad,LetsVenture,Seed Funding,100000.00,
2329,12/10/2015,Tripoto,global community for travellers,New Delhi,500 Startups IDG Ventures & Advantedge fund Neeraj Arora Leon Seynave,Private Equity,0.00,Series A
2330,12/10/2015,Mubble,Prepaid Bill manager App,Bengaluru,Accel Partners,Private Equity,0.00,Series A
2331,13/10/2015,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,1000000.00,
2332,13/10/2015,Lookup,Mobile Messaging Assistant App,Bengaluru,Khosla Impact Biz Stone Catamaran Ventures Global Founders Capital European investment fund,Private Equity,2500000.00,Series A
2333,14/10/2015,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000.00,
2334,14/10/2015,Gaana.com,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,0.00,Strategic Funding
2335,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,0 Investors,Seed Funding,77000.00,
2336,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,Dewang NerallaRoopak Taneja Manisha Gupta,Seed Funding,0.00,
2337,15/10/2015,Bounty App,Online Purchase rewards app,Bengaluru,Fireside Ventures Mumbai Angels MAPE Advisory Group.,Seed Funding,0.00,
2338,16/10/2015,Homers.in,Home rental platform,Gurgaon,Devesh Rai G Rajesh Aggarwal Amitpal Bhutani,Seed Funding,0.00,
2339,16/10/2015,mShipper,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,0.00,
2340,16/10/2015,BolRealty,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,0.00,
2341,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,1000000.00,Series A
2342,19/10/2015,LetsVenture,Startup Funding Marketplace,Bengaluru,Accel Partners Anupam Mittal & other marquee investors,Private Equity,0.00,Series A
2343,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,Sequoia Capital Ascent Capital eContext Asia Beenos Asia,Private Equity,25000000.00,Series C
2344,19/10/2015,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,100000.00,
2345,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bengaluru,Dr. Aniruddha Malpani Manish Gupta M&S Partners & others,Seed Funding,0.00,
2346,20/10/2015,Opinio,Last Mile Delivery Service,Bengaluru,Delhivery Sands Capital and Accel Partners,Private Equity,7000000.00,Series A
2347,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,Qualcomm Venture Norwest Venture Partners,Private Equity,10000000.00,Series B
2348,20/10/2015,iChef.in,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,0.00,
2349,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,Bengaluru,Indian Angel Network,Seed Funding,0.00,
2351,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,Arihant Patni RAAY Global Investments,Private Equity,1530000.00,Series A
2352,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,Alok Bajpai Rajnish Kumar Amit Dey,Seed Funding,100000.00,
2353,21/10/2015,Zenify.in,residential rental management platform,Bengaluru,Atul Jalan Shrikanth & Bharath,Seed Funding,640000.00,
2354,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bengaluru,R Natarajan Mohan Alexander,Seed Funding,0.00,
2355,23/10/2015,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,150000.00,Bridge Round
2356,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,150000.00,
2357,23/10/2015,Frsh,Online food ordering & Delivery service,Gurgaon,Mumbai Angels Mayank Bhangdia Kae Capital,Private Equity,1000000.00,Bridge Round
2358,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.00,
2359,26/10/2015,Parcelled,Online Logistics Platform,Bengaluru,Delhivery,Private Equity,5000000.00,
2360,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,Ahmadabad,Oswal Techno Ventures LLP,Seed Funding,400000.00,
2361,26/10/2015,Flexing It,Professionals & Project Search Marketplace,New Delhi,0 private investors,Seed Funding,500000.00,
2362,26/10/2015,Netmeds.com,Online Pharmacy,Chennai,OrbiMed Pradip Dadha Group,Private Equity,50000000.00,Series A
2363,26/10/2015,Razorpay,Online Payment Gateway,Jaipur,Tiger Global Management Matrix Partners,Private Equity,9000000.00,Series A
2364,27/10/2015,Jombay,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,0.00,
2365,27/10/2015,Happitoo,Location based Nightlife recommendation Platform,Mumbai,Unnamed investor,Seed Funding,77000.00,
2366,27/10/2015,Care24,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,350000.00,
2367,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,Bengaluru,Sequoia Capital Nexus Venture Partners,Private Equity,10000000.00,Series B
2368,27/10/2015,Simpli5d,Online user engagement platform,Gurgaon,Redcliffe Capital YourNest Angel Fund,Private Equity,0.00,Bridge Funding
2369,28/10/2015,ORIGA Leasing,Asset Financing platform,Mumbai,ah! Ventures 500 Startups & Other HNIs,Seed Funding,1100000.00,
2370,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.00,
2371,28/10/2015,UrDoorStep,Online Grocery Store,Bengaluru,Jupiter Capital,Private Equity,0.00,Series A
2372,29/10/2015,Tavaga,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,0.00,
2373,29/10/2015,Moglix,Industrial Toons Marketplace,Noida,Accel Partner Jungle Ventures,Private Equity,0.00,pre-Series A
2374,29/10/2015,ZopHop,Public Commute helper App,Mumbai,Amit Singhal PK Gulati & others,Seed Funding,450000.00,
